,Title,Price (DKK),Year,KM driven,Motor (Litres),Manual/Automatic gear,Horsepower,Car Manufacturer
222,Audi A5 Sportback 40 TFSi Sport S-tr,339900,2019,139900,2.0,Automatgear,190,Audi
223,"VW T-Roc 1,0 TSi 110 Style",259900,2022,18000,1.0,Manuelt gear,110,VW
224,"VW T-Roc 1,0 TSi 110 Style Team",254900,2021,22000,1.0,Manuelt gear,110,VW
225,"VW Polo 1,0 TSi 95 Comfortline Connect DSG",209895,2021,37000,1.0,Automatgear,95,VW
226,"VW Touran 1,5 TSi 150 Comfortline DSG 7prs",324900,2020,57000,1.5,Automatgear,150,VW
227,"Nissan Qashqai 1,3 Dig-T 160 Tekna+",239900,2019,54000,1.3,Manuelt gear,160,Nissan
228,"VW Tiguan 1,4 TSi 150 R-line DSG 4Motion",339900,2018,108000,1.4,Automatgear,150,VW
229,"Nissan Qashqai 1,3 Dig-T 140 Tekna+",264900,2021,44000,1.3,Manuelt gear,140,Nissan
230,Skoda Octavia PRE,224900,2018,76800,1.4,Automatgear,150,Skoda
231,Audi A3 Sportback 40 TFSi Sport Limited S-tr,279900,2019,82000,2.0,Automatgear,190,Audi
232,"Toyota Avensis 1,8 VVT-i T2 Premium stc",138900,2015,157000,1.8,Manuelt gear,147,Toyota
233,"Skoda Kamiq 1,0 TSI Style 115HK 5d 6g",229900,2020,40000,1.0,Manuelt gear,115,Skoda
234,Mercedes CLA200,414900,2020,42000,1.3,Automatgear,163,Mercedes
235,"Mazda MX5 2,0 SkyActiv-G 184 Roadster Cosmo",379900,2022,1800,2.0,Manuelt gear,184,Mazda
236,"VW Golf VII 1,4 TSi 150 R-line DSG BMT",189900,2016,130000,1.4,Automatgear,150,VW
237,"Audi A4 1,8 T 163 S-line Avan",35000,2007,311000,1.8,Manuelt gear,163,Audi
238,"Opel Grandland X 1,2 T Impress Start/Stop 130HK 5d 8g Aut. A+",224990,2019,30000,1.2,Automatgear,130,Opel
239,"Skoda Kodiaq 1,5 TSI ACT Style DSG 150HK 5d 7g A",459900,2023,14500,1.5,Automatgear,150,Skoda
240,"VW Taigo 1,0 TSi 110 Life DSG",254900,2022,21000,1.0,Automatgear,110,VW
241,"VW Taigo 1,0 TSi 110 Life DSG",254900,2022,24000,1.0,Automatgear,110,VW
242,"VW Tiguan 1,5 TSi 150 Comfortline DSG",329900,2019,46000,1.5,Automatgear,150,VW
243,"VW T-Roc 1,5 TSi 150 Sport Team DSG",309900,2021,33000,1.5,Automatgear,150,VW
244,"Skoda Superb 1,4 TSi iV Combi DSG",339900,2021,44000,1.4,Automatgear,218,Skoda
245,"VW Taigo 1,0 TSi 110 Life DSG",259900,2022,17000,1.0,Automatgear,110,VW
246,"Citroën C3 Aircross 1,2 PureTech Iconic EAT6 start/stop 110HK 5d 6g Aut. A",149900,2017,98000,1.2,Automatgear,110,Citroën
247,"VW T-Cross - 1,0 TSi 110 Life+ DSG",269900,2022,13000,1.0,Automatgear,110,VW
248,"Peugeot 2008 1,2 PureTech 130 Allure Pack EAT8",259900,2021,24000,1.2,Automatgear,130,Peugeot
249,Peugeot 208 PFO,89900,2017,45000,1.2,Manuelt gear,68,Peugeot
250,"VW Golf VII 1,5 TSi 150 Comfortline Variant DSG",249900,2020,29000,1.5,Automatgear,150,VW
251,"VW Golf VII 1,5 TSi 150 Comfortline Connect Variant DSG",249900,2020,34000,1.5,Automatgear,150,VW
252,"VW T-Roc 1,5 TSi 150 Life DSG",329900,2022,10000,1.5,Automatgear,150,VW
253,"Renault Mégane IV 1,3 TCe 140 Zen EDC",189900,2019,56000,1.3,Automatgear,140,Renault
254,"VW Golf VII 1,0 TSi 85 Trendline",144900,2018,99000,1.0,Manuelt gear,85,VW
255,"Mercedes B200 1,6",229900,2018,76000,1.6,Manuelt gear,156,Mercedes
256,"VW Polo 1,0 TSi 110 Highline DSG",219900,2021,36000,1.0,Automatgear,110,VW
257,"Mercedes C200 1,5 AMG Line stc",499900,2021,58000,1.5,Automatgear,204,Mercedes
258,VW Golf VII PRE,204900,2018,57000,1.5,Manuelt gear,150,VW
259,BMW 320 PRE,369900,2020,10000,2.0,Automatgear,184,BMW
260,"Suzuki Baleno 1,2 Dualjet Active",104900,2016,19000,1.2,Manuelt gear,90,Suzuki
261,"Skoda Octavia 1,5 TSi 150 Style DSG",224900,2019,75000,1.5,Automatgear,150,Skoda
262,"VW T-Roc 1,0 TSi 110 Life",269900,2022,17000,1.0,Manuelt gear,110,VW
263,Mini Cooper S,259900,2019,95000,2.0,Manuelt gear,192,Mini
264,"Skoda Superb 1,4 TSi iV Combi DSG",349900,2021,19000,1.4,Automatgear,218,Skoda
265,"Renault Captur 0,9 Energy TCe Intens 90HK 5d",119800,2018,90000,0.9,Manuelt gear,90,Renault
266,"Seat Leon 1,4 e-Hybrid FR DSG 204HK 5d 6g A",234800,2020,48000,1.4,Automatgear,204,Seat
267,"Ford Focus 1,5 EcoBoost ST-Line stc",229700,2019,89000,1.5,Automatgear,150,Ford
268,"Skoda Karoq 1,5 TSI ACT Style DSG 150HK 5d 7g A",309800,2019,34000,1.5,Automatgear,150,Skoda
269,"Volvo V40 1,5 T3 Dynamic Edition 152HK 5d 6g A",249900,2019,54000,1.5,Automatgear,152,Volvo
270,"Ford Fiesta 1,0 EcoBoost ST-Line",174900,2020,40000,1.0,Manuelt gear,125,Ford
271,"Mazda CX-5 2,5 SkyActiv-G 194 Newground",379900,2022,20000,2.5,Automatgear,194,Mazda
272,"Ford Focus 1,0 EcoBoost ST-Line 125HK 5d 6g",184800,2018,30000,1.0,Manuelt gear,125,Ford
273,"Renault Mégane IV 1,2 TCe 130 Zen Sport Tourer",149900,2016,38000,1.2,Manuelt gear,130,Renault
274,"VW T-Roc 1,5 TSi 150 Life DSG",329900,2022,10000,1.5,Automatgear,150,VW
275,"VW T-Roc 1,5 TSi 150 Life DSG",329900,2022,10000,1.5,Automatgear,150,VW
276,"Ford Focus 1,5 EcoBoost Active 182HK 5d 8g A",259800,2020,39000,1.5,Automatgear,182,Ford
277,"Opel Crossland X 1,2 T Impress Start/Stop 130HK 5d 6g Aut. A+",164900,2020,97000,1.2,Automatgear,130,Opel
278,"Peugeot 508 SW 1,6 THP Allure 156HK Stc 6g B",68000,2012,158000,1.6,Manuelt gear,156,Peugeot
279,"Skoda Superb Combi 1,5 TSI ACT Style 150HK Stc 6g A+",269900,2020,72000,1.5,Manuelt gear,150,Skoda
280,"Opel Corsa 1,2 PureTech Sport 100HK 5d 6g",199900,2023,1500,1.2,Manuelt gear,100,Opel
281,"Renault Captur 0,9 TCe 90 Zen",129800,2018,60000,0.9,Manuelt gear,90,Renault
282,"VW up! Up! 1,0 TSi 90 HighBMT",104900,2017,98000,1.0,Manuelt gear,90,VW
283,"Citroën C3 Aircross 1,2 PureTech 130 Shine Sport EAT6",224900,2020,34000,1.2,Automatgear,130,Citroën
284,"BMW 118 i 1,5 M-Spor",249900,2018,22000,1.5,Automatgear,136,BMW
285,"Renault Kadjar 1,2 TCe 130 Zen EDC",174900,2018,76500,1.2,Automatgear,130,Renault
286,"Hyundai i10 1,0 MPi Essential",104900,2021,49000,1.0,Manuelt gear,67,Hyundai
287,"Ford Mondeo 1,5 SCTi 160 Titanium stc",204900,2017,75000,1.5,Automatgear,160,Ford
288,"Kia XCeed 1,5 T-GDi GT-Line Sport DCT",369900,2023,2000,1.5,Automatgear,160,Kia
289,"Kia ceed 1,5 T-GDi Prestige SW DCT",279000,2023,7500,1.5,Automatgear,160,Kia
290,"Seat Leon 1,5 TSi 150 Style Sportstourer",237900,2021,77000,1.5,Manuelt gear,150,Seat
291,"Renault Captur 0,9 Energy TCe Zen 90HK 5d",129800,2018,51500,0.9,Manuelt gear,90,Renault
292,"Seat Ateca 1,5 TSi 150 FR DSG",297900,2019,43000,1.5,Automatgear,150,Seat
293,"VW T-Roc 2,0 TSi 190 Sport DSG 4Motion",299900,2019,40000,2.0,Automatgear,190,VW
294,"Hyundai i20 1,0 T-GDi 2019 Edition DCT",134900,2019,135000,1.0,Automatgear,100,Hyundai
295,"BMW 118 i 1,5 M-Spor",248900,2019,48000,1.5,Automatgear,136,BMW
296,"Ford Focus 1,5 EcoBoost Titanium",249700,2020,20000,1.5,Automatgear,150,Ford
297,"Ford Puma 1,0 EcoBoost mHEV Titanium",279900,2023,1,1.0,Manuelt gear,125,Ford
298,"VW up! Up! 1,0 60 TakeBMT",74800,2016,82269,1.0,Manuelt gear,60,VW
299,"VW Passat 1,4 TSi 150 Comfortline Variant DSG",224800,2017,103693,1.4,Automatgear,150,VW
300,Audi A3 Sportback 35 TFSi Sport S-tr,264700,2019,32000,1.5,Automatgear,150,Audi
301,"Mercedes A200 1,3 Progressive Line",266900,2018,79000,1.3,Automatgear,163,Mercedes
302,"Ford Fiesta 1,0 EcoBoost Titanium",137900,2019,62500,1.0,Manuelt gear,125,Ford
303,"Skoda Fabia 1,0 TSi 110 Ambition Combi DSG",148900,2018,87656,1.0,Automatgear,110,Skoda
304,"Citroën Grand C4 Picasso 1,2 PureTech 130 Funky 7prs",174880,2017,98000,1.2,Manuelt gear,130,Citroën
305,"Seat Leon ST 1,5 TSi 150 Xcellence DSG",204900,2019,111000,1.5,Automatgear,150,Seat
306,"Skoda Superb 1,4 TSi iV Combi DSG",334900,2021,73400,1.4,Automatgear,218,Skoda
307,VW Golf VII,239800,2018,47000,1.5,Automatgear,150,VW
308,"Opel Astra Sports Tourer 1,4 Turbo ECOTEC Excite 150HK Stc 6g",159900,2019,91016,1.4,Manuelt gear,150,Opel
309,"Mercedes GLA200 1,6 7G-DCT 156HK 5d 7g A",269900,2017,70900,1.6,Automatgear,156,Mercedes
310,"Nissan Note 1,2 Acen",59900,2014,145000,1.2,Manuelt gear,80,Nissan
311,"BMW 118 i 1,5 M-Sport Steptronic 136HK 5d 8g A",254900,2019,29178,1.5,Automatgear,136,BMW
312,"Seat Ibiza 1,0 TSi 95 FR",134900,2018,105000,1.0,Manuelt gear,95,Seat
313,"Skoda Octavia Combi 1,4 TSI Ambition DSG 140HK Stc 7g A",154800,2014,46000,1.4,Automatgear,140,Skoda
314,"Seat Ibiza 1,0 TSi 95 Style",142900,2020,57409,1.0,Manuelt gear,95,Seat
315,"Kia ceed 1,0 T-GDi Prestige SW",217800,2022,25000,1.0,Manuelt gear,100,Kia
316,"BMW 118 i 1,5 M-Spor",344900,2020,27266,1.5,Automatgear,140,BMW
317,"Kia ceed 1,0 T-GDi Prestige SW",219900,2022,16000,1.0,Manuelt gear,100,Kia
318,"BMW 118 i 1,5 M-Spor",369900,2021,20000,1.5,Automatgear,136,BMW
319,"Fiat 500C 1,2 Black Edition MTA",149900,2019,19714,1.2,Automatgear,69,Fiat
320,"Skoda Octavia 1,4 TSi iV RS Combi DSG",329800,2021,78000,1.4,Automatgear,245,Skoda
321,"Ford Puma 1,0 EcoBoost mHEV ST-Line DCT",274700,2022,5800,1.0,Automatgear,125,Ford
322,"Ford Focus 1,0 EcoBoost Titanium",214900,2020,39000,1.0,Automatgear,125,Ford
323,"Skoda Octavia 1,4 TSi iV First Edition Combi DSG",314900,2021,39597,1.4,Automatgear,204,Skoda
324,"VW Passat 1,5 TSi 150 Elegance+ Variant DSG",304900,2020,73000,1.5,Automatgear,150,VW
325,"Renault Captur 1,0 TCe 90 Zen",189800,2021,16000,1.0,Manuelt gear,90,Renault
326,"VW Golf VII 1,5 TSi 150 Comfortline Connect Variant DSG",239900,2020,53000,1.5,Automatgear,150,VW
327,"Ford Kuga 1,5 SCTi 150 ST-Line",239900,2019,62008,1.5,Manuelt gear,150,Ford
328,"VW Passat 1,5 TSi 150 Business+ Variant DSG",299900,2020,67000,1.5,Automatgear,150,VW
329,"Mercedes C200 1,5 stc",344900,2019,70000,1.5,Automatgear,184,Mercedes
330,"Skoda Karoq 1,5 TSi 150 Style DSG",309900,2020,82000,1.5,Automatgear,150,Skoda
331,"Nissan Juke 1,0 Dig-T 117 N-Connecta DCT",219900,2020,53399,1.0,Automatgear,117,Nissan
332,"Mercedes A200 1,3 Progressive Line",294900,2019,57000,1.3,Automatgear,163,Mercedes
333,Opel Astra 4 T 150 Enjoy,139980,2016,56714,1.4,Manuelt gear,150,Opel
334,"Ford Focus 1,0 EcoBoost Titanium Business stc",214900,2020,40000,1.0,Manuelt gear,125,Ford
335,"Ford Fiesta 1,0 EcoBoost mHEV ST-Line",224900,2022,13000,1.0,Automatgear,155,Ford
336,"Ford Focus 1,0 EcoBoost mHEV Titanium Style",254900,2022,9400,1.0,Manuelt gear,125,Ford
337,"Ford Fiesta 1,1 Ti-VCT Connected",174900,2022,8000,1.1,Manuelt gear,75,Ford
338,"Kia ceed 1,4 T-GDI Comfort DCT 140HK 5d 7g A",224900,2020,61500,1.4,Automatgear,140,Kia
339,"Toyota Aygo 1,0 VVT-I X-Press 72HK 5d",94400,2020,59171,1.0,Manuelt gear,72,Toyota
340,"Hyundai i10 1,0 Passion 66HK 5d",64800,2016,96000,1.0,Manuelt gear,66,Hyundai
341,"Skoda Octavia 1,4 TSI Elegance 140HK 5d 6g",118800,2014,109784,1.4,Manuelt gear,140,Skoda
342,"Nissan Qashqai 1,2 Dig-T Tekna+ 115HK 5d 6g",199800,2018,52655,1.2,Manuelt gear,115,Nissan
343,"Ford Focus 1,0 EcoBoost Active",207900,2020,45000,1.0,Manuelt gear,125,Ford
344,"Peugeot 208 1,2 e-THP 110 Allure EAT6",177700,2019,35000,1.2,Automatgear,110,Peugeot
345,"VW Polo 1,0 MPi 65 Comfortline",144900,2019,75000,1.0,Manuelt gear,65,VW
346,"BMW 118 i 1,5 M-Spor",439000,2023,10000,1.5,Automatgear,136,BMW
347,"Suzuki Baleno 1,2 Dualjet Active",69900,2017,176000,1.2,Manuelt gear,90,Suzuki
348,"Nissan Pixo 1,0 Visi",18999,2010,224000,1.0,Manuelt gear,68,Nissan
349,"Renault Kadjar 1,3 TCe 140 Zen EDC",199900,2019,100000,1.3,Automatgear,140,Renault
350,"Skoda Octavia 1,5 TSi 150 Style DSG",234800,2018,26000,1.5,Automatgear,150,Skoda
351,Audi Q5 50 TFSi e S-line Sportback quattro S-tr,539800,2021,27000,2.0,Automatgear,299,Audi
352,"Skoda Fabia 1,2 TSi 90 Ambition Combi",99800,2016,129000,1.2,Manuelt gear,90,Skoda
353,"Skoda Octavia 1,4 TSi iV Plus Combi DSG",329900,2022,4300,1.4,Automatgear,204,Skoda
354,"VW Golf VII 1,5 TSi 150 Comfortline DSG",214900,2018,97900,1.5,Automatgear,150,VW
355,Opel Astra 105 Enjoy Sports Tourer,149900,2016,98000,1.0,Automatgear,105,Opel
356,"Nissan Qashqai 1,3 Dig-T 140 Tekn",204500,2019,93000,1.3,Manuelt gear,140,Nissan
357,"VW Golf VII 1,5 TSi 150 Highline DSG",199900,2018,149000,1.5,Automatgear,150,VW
358,"VW up! Up! 1,0 75 HighBMT",62000,2012,87000,1.0,Manuelt gear,75,VW
359,"Toyota Aygo 1,0 VVT-i x-plore x-shif",99999,2019,84000,1.0,Automatgear,72,Toyota
360,Opel Corsa T 100 CityLine+,179900,2020,47000,1.2,Automatgear,100,Opel
361,"Peugeot 108 1,0 e-VTi 69 Access",44999,2014,95000,1.0,Manuelt gear,69,Peugeot
362,"Mini Cooper S 2,0 JC Works",399000,2020,56000,2.0,Automatgear,231,Mini
363,"Mini Cooper Cabriolet 1,5",204000,2017,144000,1.5,Manuelt gear,136,Mini
364,VW Polo Comfortline,69900,2011,116000,1.4,Manuelt gear,85,VW
365,Skoda Fabia TSi 110 Style,109800,2016,71000,1.2,Manuelt gear,110,Skoda
366,"Peugeot 207 1,6 VTi Premium SW",21999,2007,206000,1.6,Manuelt gear,120,Peugeot
367,"Toyota RAV4 2,0 VVT-I T3 Safety Sense 4x4 CVT 151HK 5d 6g Aut. C",224800,2017,156000,2.0,Automatgear,175,Toyota
368,"Mitsubishi Space Star 1,2 Limited",39900,2015,180000,1.2,Manuelt gear,80,Mitsubishi
369,Toyota Aygo,17900,2009,210000,1.0,Manuelt gear,68,Toyota
370,"Peugeot 308 1,2 e-THP 130 Allure+",149900,2019,100000,1.2,Manuelt gear,130,Peugeot
371,"Ford Mondeo 1,5 SCTi 160 Titanium",159900,2015,83000,1.5,Manuelt gear,160,Ford
372,"VW Passat 1,5 TSi 150 Highline Premium Variant DSG",259700,2019,146000,1.5,Automatgear,150,VW
373,"Seat Arona 1,0 TSi 115 Xcellence DSG",194900,2019,40000,1.0,Automatgear,115,Seat
374,"Mazda 6 2,0 SkyActiv-G 165 Vision stc",154999,2016,129000,2.0,Automatgear,165,Mazda
375,"Ford Focus 1,5 SCTi 150 Titanium stc",124900,2016,149000,1.5,Manuelt gear,150,Ford
376,"VW Polo 1,0 TSi 95 Comfortline Connect DSG",219700,2021,7000,1.0,Automatgear,95,VW
377,"Nissan Qashqai 1,3 Dig-T 160 Tekna+",229000,2019,65000,1.3,Manuelt gear,160,Nissan
378,"Hyundai i20 1,25 Comfor",33999,2011,167000,1.3,Manuelt gear,78,Hyundai
379,"Fiat 500 1,2 Lounge",34999,2011,173000,1.2,Manuelt gear,69,Fiat
380,"Ford Fiesta 1,3 Ambiente",9900,2005,155000,1.3,Manuelt gear,70,Ford
381,Ford Focus SCTi 125 Trend stc. ECO,64900,2014,211000,1.0,Manuelt gear,125,Ford
382,"Renault Clio IV 1,2 16V Expression",69900,2015,115000,1.2,Manuelt gear,75,Renault
383,"Nissan Note 1,2 Visi",69900,2015,84000,1.2,Manuelt gear,80,Nissan
384,"Peugeot 2008 1,2 VTi 82 Active",99900,2016,74000,1.2,Manuelt gear,82,Peugeot
385,"Citroën C1 1,2 PureTech 82 Spor",62900,2017,64000,1.2,Manuelt gear,82,Citroën
386,"Toyota Aygo 1,0 VVT-I X-pression 69HK 5d A++",87900,2017,21000,1.0,Manuelt gear,69,Toyota
387,"Suzuki Vitara 1,6 Active",179900,2015,32000,1.6,Automatgear,120,Suzuki
388,"Opel Insignia 204.900 kr. Sports Tourer 1,5 Turbo Dynamic Start/Stop 165HK Stc 6g A",199900,2018,125000,1.5,Automatgear,165,Opel
389,"BMW 320 i 2,0 Touring Advantage",289900,2019,77000,2.0,Automatgear,184,BMW
390,Mazda 2,34900,2010,106000,1.3,Manuelt gear,86,Mazda
391,"VW Tiguan 1,5 TSi 150 Life DSG",359800,2021,46000,1.5,Automatgear,150,VW
392,"Peugeot 2008 1,2 PureTech 110 Exclusive+ EAT6",179900,2019,61000,1.2,Automatgear,110,Peugeot
393,"Kia Rio 1,2 CVVT Limited",60990,2015,152000,1.2,Manuelt gear,86,Kia
394,"Opel Corsa 1,4 16V Spor",99900,2016,58000,1.4,Manuelt gear,90,Opel
395,"Opel Corsa 1,4 ECOTEC Sport Start/Stop 90HK 5d",114900,2019,54000,1.4,Manuelt gear,90,Opel
396,VW T-Roc TSi 150 Style DSG,254612,2019,108000,1.5,Automatgear,150,VW
397,"Seat Mii Style 1,0 60HK 5G Ecomotive",64900,2017,148776,1.0,Manuelt gear,60,Seat
398,"Skoda Rapid Style 1,2 TSI 110 HK 81 KW 6 Trins",94900,2016,178968,1.2,Manuelt gear,110,Skoda
399,"Peugeot 207 CC 1,6",79900,2007,128000,1.6,Automatgear,120,Peugeot
400,"VW Polo 1,4 TSi 150 BlueGT DSG",134995,2016,184000,1.4,Automatgear,150,VW
401,"BMW 118 i 1,5 M-Spor",439000,2023,8000,1.5,Automatgear,136,BMW
402,"Toyota Aygo 1,0 VVT-I X-plore DAB+ 72HK 5d A+++",99900,2019,29000,1.0,Manuelt gear,72,Toyota
403,Volvo V50,39500,2005,266000,2.4,Manuelt gear,140,Volvo
404,"BMW 118 i 1,5 M-Spor",263900,2019,13000,1.5,Automatgear,136,BMW
405,"VW Golf VII 1,5 TSi 130 Comfortline DSG",189900,2018,109000,1.5,Automatgear,130,VW
406,"Peugeot 208 1,2 e-THP 110 Allure",119900,2018,50000,1.2,Manuelt gear,110,Peugeot
407,"Citroën C1 1,0 Feel 5d",54900,2014,58000,1.0,Manuelt gear,68,Citroën
408,"Toyota Auris 1,2 T T2 Comfort Touring Sports",159800,2017,49000,1.2,Manuelt gear,116,Toyota
409,"VW Caddy 1,2 TSi 85 Trendline",59500,2011,300000,1.2,Manuelt gear,85,VW
410,"Audi A4 2,0 TFSI 211 Quattro Aut. Limosine",89900,2011,254000,2.0,Automatgear,211,Audi
411,"VW Golf VII 2,0 GTi BMT",248900,2016,97000,2.0,Manuelt gear,220,VW
412,Mini ONE,99900,2013,96000,1.6,Manuelt gear,75,Mini
413,"Audi A4 Cabriolet 2,4 V6",59895,2003,222000,2.4,Manuelt gear,170,Audi
414,"Suzuki Swift 1,2 Dualjet 20",109780,2019,67000,1.2,Manuelt gear,90,Suzuki
415,"BMW 420 i 2,0 Cabriolet M-Spor",795000,2023,5000,2.0,Automatgear,184,BMW
416,"Audi A4 2,0 TFSi 190 Avan",229900,2017,107000,2.0,Manuelt gear,190,Audi
417,"Suzuki Baleno 1,0 Boosterjet Active",105800,2018,71000,1.0,Manuelt gear,112,Suzuki
418,Opel Astra 0 T 105 Enjoy,124800,2017,82000,1.0,Manuelt gear,105,Opel
419,"Mini Cooper Countryman 1,5 Experience",359000,2023,5000,1.5,Automatgear,136,Mini
420,"Suzuki Baleno 1,2 Dualjet Active",96800,2017,71000,1.2,Manuelt gear,90,Suzuki
421,"Mercedes C200 2,0 AMG Line",309900,2018,105000,2.0,Automatgear,184,Mercedes
422,"Ford Kuga 1,5 SCTi 150 ST-Line",199800,2018,91000,1.5,Manuelt gear,150,Ford
423,"Opel Insignia 1,5 T 165 Innovation Sports Tourer",199900,2018,78000,1.5,Automatgear,165,Opel
424,"Mini Cooper Clubman 1,5",269900,2019,34000,1.5,Automatgear,136,Mini
425,"VW Polo 1,0 TSi 115 Highline DSG",209900,2020,49000,1.0,Automatgear,115,VW
426,"Peugeot 3008 1,6 PureTech 180 Allure EAT8",269800,2019,68000,1.6,Automatgear,180,Peugeot
427,"Skoda Octavia 1,5 TSi 150 Style Combi DSG",239900,2019,67000,1.5,Automatgear,150,Skoda
428,"BMW 320 i 2,0 Touring",249800,2017,107000,2.0,Automatgear,184,BMW
429,"Hyundai i10 1,1 Classic",24999,2012,105000,1.1,Manuelt gear,70,Hyundai
430,"VW Touran 1,4 TSi 150 Comfortline DSG",259900,2018,98000,1.4,Automatgear,150,VW
431,"VW Golf VII 1,4 TSi 150 R-line DSG BMT",199800,2016,95000,1.4,Automatgear,150,VW
432,"Skoda Octavia 1,5 TSi 150 Ambition Combi DSG",242900,2020,46000,1.5,Automatgear,150,Skoda
433,"Nissan Qashqai 1,2 Dig-T 115 Visia X-tr",134900,2015,95000,1.2,Automatgear,115,Nissan
434,"Kia Rio 1,0 T-GDi Vision",94895,2018,153600,1.0,Manuelt gear,100,Kia
435,"Seat Leon ST 1,5 TSi 150 FR DSG",229999,2019,72000,1.5,Automatgear,150,Seat
436,"Skoda Kodiaq 1,5 TSi 150 Style DSG 7prs",399900,2021,49000,1.5,Automatgear,150,Skoda
437,"VW Tiguan 1,4 TSi 150 Highline DSG 4Motion",284900,2018,96000,1.4,Automatgear,150,VW
438,"BMW 218 Active Tourer i 1,5 Advantage",164900,2015,112000,1.5,Manuelt gear,136,BMW
439,"Peugeot 207 CC 1,6",64800,2007,125000,1.6,Manuelt gear,120,Peugeot
440,"Suzuki Baleno 1,0 Boosterjet Active",99800,2017,86000,1.0,Manuelt gear,112,Suzuki
441,"Mercedes CLA200 1,3 AMG Line Coupé",399800,2019,26000,1.3,Automatgear,163,Mercedes
442,"Ford Ka 1,2 Titanium",33499,2015,175000,1.2,Manuelt gear,69,Ford
443,VW Golf VII,129800,2015,138000,1.4,Manuelt gear,140,VW
444,"VW Polo 1,0 TSi 115 Highline DSG",184800,2018,60000,1.0,Automatgear,115,VW
445,"Renault Mégane IV 1,3 TCe 140 Zen Sport Tourer",194900,2020,37000,1.3,Manuelt gear,140,Renault
446,VW Polo GTi DSG,269850,2021,59000,2.0,Automatgear,200,VW
447,"BMW 320 Gran Turismo i 2,0 Sportline Steptronic 184HK 5d 8g A",398900,2020,45257,2.0,Automatgear,184,BMW
448,"Alfa Romeo Giulia 2,0 T 200 Edizione",349900,2020,35000,2.0,Automatgear,200,Alfa
449,"Peugeot 207 CC 1,6 THP 150 Spor",50000,2007,196000,1.6,Manuelt gear,150,Peugeot
450,Seat Leon TSi 150 Style,159900,2017,110000,1.4,Automatgear,150,Seat
451,"Audi Q3 1,4 TFSi 150",169900,2014,120000,1.4,Manuelt gear,150,Audi
452,"Mazda 3 2,0 SkyActiv-G 122 Sky Tech",209900,2021,40000,2.0,Manuelt gear,122,Mazda
453,"Peugeot 208 1,2 PureTech 110 Signature Sky",129900,2019,58000,1.2,Manuelt gear,110,Peugeot
454,"Hyundai i30 1,0 T-GDI Premium 120HK 5d 6g",149990,2017,82000,1.0,Automatgear,120,Hyundai
455,"Toyota Aygo 1,0 VVT-i x-black II",84900,2017,45000,1.0,Manuelt gear,69,Toyota
456,"VW Touran 1,4 TSi 150 Comfortline DSG 7prs",259900,2017,88000,1.4,Automatgear,150,VW
457,"Peugeot 107 1,0 Cool",22999,2011,201000,1.0,Manuelt gear,68,Peugeot
458,"Renault Captur 0,9 TCe 90 Expression",114900,2016,67000,0.9,Manuelt gear,90,Renault
459,"Opel Corsa 1,2 T 100 Elegance",156800,2020,35000,1.2,Manuelt gear,100,Opel
460,"Skoda Octavia 1,4 TSi 140 Ambition Combi DSG",152800,2014,109000,1.4,Automatgear,140,Skoda
461,VW Passat TSi 150 Elegance Variant DSG,309895,2020,99000,1.5,Automatgear,150,VW
462,"Ford Ka 1,2 Trend+",34999,2016,171000,1.2,Manuelt gear,69,Ford
463,"Opel Corsa 1,2 16V Enjoy",74800,2015,97000,1.2,Manuelt gear,85,Opel
464,"Mazda 6 2,0 Touring stc",5299,2007,265000,2.0,Manuelt gear,147,Mazda
465,"VW Passat Comf 1,4TSI 150HK 6G Act BMT",169900,2015,124000,1.4,Manuelt gear,150,VW
466,"Mini Cooper 1,5 Chili",299800,2018,49000,1.5,Automatgear,136,Mini
467,"VW Golf VII 1,4 TSi 150 Comfortline",169500,2017,105000,1.4,Manuelt gear,150,VW
468,VW Golf VII,129900,2015,197000,1.4,Automatgear,140,VW
469,"Audi A4 1,8 TFSI 120HK 6g",84800,2010,161000,1.8,Manuelt gear,120,Audi
470,"Ford C-MAX 1,0 SCTi 125 Titanium",94900,2014,95000,1.0,Manuelt gear,125,Ford
471,"Nissan Qashqai 1,2 Dig-T 115 Visi",149900,2017,69000,1.2,Manuelt gear,115,Nissan
472,"VW up! 1,0 MPI BMT Take 60HK 5d",79800,2016,74000,1.0,Manuelt gear,60,VW
473,"Mazda 3 1,6 Advance",68499,2013,146000,1.6,Manuelt gear,105,Mazda
474,"Fiat 500 1,2 Pop",51499,2014,140000,1.2,Manuelt gear,69,Fiat
475,Kia pro_ceed CVVT Premium,74500,2014,135000,1.4,Manuelt gear,100,Kia
476,Skoda Octavia TSi 140 Elegance,93730,2013,174000,1.4,Manuelt gear,140,Skoda
477,"Opel Corsa 1,4 Enjoy",8500,2008,310000,1.4,Manuelt gear,90,Opel
478,"Suzuki Ignis 1,3 SE",24800,2005,154000,1.3,Manuelt gear,94,Suzuki
479,"Renault Clio IV 0,9 TCe 90 Expression",79800,2016,114000,0.9,Manuelt gear,90,Renault
480,"Suzuki Alto 1,0 GL Aircon",14900,2015,318000,1.0,Manuelt gear,68,Suzuki
481,Renault Mégane IV TCe 140 Zen Sport Tourer EDC,224900,2021,53000,1.3,Automatgear,140,Renault
482,Skoda Octavia TSi iV Style Combi DSG,299900,2021,23000,1.4,Automatgear,204,Skoda
